-0.85034 0.0422333
-0.84934 0.0397287
-0.84834 0.0452373
-0.84734 0.0455293
-0.84634 0.0398293
-0.84534 0.0363267
-0.84434 0.03725
-0.84334 0.042796
-0.84234 0.0371753
-0.84134 0.0321013
-0.84034 0.025202
-0.83934 0.0281367
-0.83834 0.0279727
-0.83734 0.0295753
-0.83634 0.030414
-0.83534 0.0315393
-0.83434 0.036852
-0.83334 0.0379133
-0.83234 0.0356987
-0.83134 0.0294073
-0.83034 0.0211573
-0.82934 0.01914
-0.82834 0.0194873
-0.82734 0.0159173
-0.82634 0.016878
-0.82534 0.0144607
-0.82434 0.0144393
-0.82334 0.019156
-0.82234 0.0232067
-0.82134 0.0190173
-0.82034 0.0276087
-0.81934 0.01874
-0.81834 0.014348
-0.81734 0.0256667
-0.81634 0.0251913
-0.81534 0.0229987
-0.81434 0.01533
-0.81334 0.0268513
-0.81234 0.029338
-0.81134 0.027118
-0.81034 0.0315153
-0.80934 0.0348393
-0.80834 0.035384
-0.80734 0.039082
-0.80634 0.0359813
-0.80534 0.036414
-0.80434 0.0426733
-0.80334 0.045736
-0.80234 0.046478
-0.80134 0.0457627
-0.80034 0.044984
-0.79934 0.0480147
-0.79834 0.0510887
-0.79734 0.0546853
-0.79634 0.0580953
-0.79534 0.0610727
-0.79334 0.062108
-0.79234 0.0593813
-0.79134 0.0592107
-0.79034 0.0537247
-0.78934 0.060838
-0.78834 0.0585007
-0.78734 0.0556673
-0.78634 0.057124
-0.78534 0.0540607
-0.78434 0.0503413
-0.78334 0.0519053
-0.78234 0.0511847
-0.78134 0.0549147
-0.78034 0.0589007
-0.77934 0.058778
-0.77834 0.0583727
-0.77734 0.0557687
-0.77634 0.0537033
-0.77534 0.055582
-0.77434 0.059296
-0.77334 0.0588847
-0.77134 0.0518513
-0.77034 0.053084
-0.76934 0.0523213
-0.76834 0.0478333
-0.76634 0.056494
-0.76534 0.0586767
-0.76434 0.05881
-0.76334 0.063954
-0.76234 0.06746
-0.76134 0.0674387
-0.76034 0.0695627
-0.75934 0.0641573
-0.75834 0.0639913
-0.75634 0.0597547
-0.75534 0.0569907
-0.75434 0.058714
-0.75334 0.0444927
-0.75234 0.045918
-0.75134 0.0474813
-0.75034 0.047316
-0.74934 0.0539647
-0.74834 0.0604807
-0.74734 0.0599947
-0.74634 0.0576573
-0.74534 0.0635967
-0.74434 0.0567987
-0.74334 0.052908
-0.74234 0.053218
-0.74134 0.049984
-0.74034 0.0572413
-0.73934 0.05889
-0.73834 0.06127
-0.73734 0.059488
-0.73634 0.0685593
-0.73534 0.070598
-0.73434 0.074712
-0.73334 0.0743547
-0.73134 0.0712707
-0.73034 0.0758113
-0.72934 0.0712813
-0.72834 0.07079
-0.72734 0.07317
-0.72634 0.0662273
-0.72534 0.0702353
-0.72434 0.0683673
-0.72334 0.068106
-0.72234 0.063906
-0.72134 0.0653793
-0.72034 0.0670493
-0.71934 0.0648187
-0.71834 0.071756
-0.71734 0.0717347
-0.71634 0.076756
-0.71534 0.0806513
-0.71434 0.0835493
-0.71334 0.08531
-0.71234 0.0849687
-0.71134 0.0823647
-0.71034 0.0878287
-0.70934 0.084686
-0.70834 0.0853313
-0.70734 0.0833407
-0.70634 0.0769693
-0.70534 0.0810467
-0.70434 0.0767133
-0.70334 0.0739547
-0.70234 0.0763293
-0.70134 0.0802567
-0.70034 0.0826367
